Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season
87.0,Andrew Wiggins,22.0,MIN,SF,5.0,5.0,164.0,11.7,0.514,0.309,0.294,3.4,13.5,8.6,10.0,0.6,1.3,10.5,23.9,0.0,0.0,0.0,-0.012,-0.8,-1.0,-1.7,0.0,,2017-18
88.0,Darius Miller,27.0,NOP,SF,9.0,0.0,162.0,8.6,0.587,0.706,0.176,1.3,11.2,6.4,8.4,1.4,0.0,14.1,11.3,0.1,0.1,0.2,0.067,-1.6,0.5,-1.1,0.0,,2017-18
89.0,Damian Lillard,27.0,POR,PG,4.0,4.0,162.0,9.5,0.471,0.423,0.239,1.9,11.2,6.1,16.6,1.5,0.0,16.9,24.9,-0.2,0.0,-0.2,-0.062,-1.9,-2.8,-4.7,-0.1,,2017-18
90.0,James Johnson,30.0,MIA,PF,5.0,5.0,161.0,16.3,0.644,0.31,0.333,1.9,18.0,9.8,24.1,1.8,3.2,17.2,15.6,0.3,0.1,0.4,0.113,1.8,2.0,3.8,0.2,,2017-18
91.0,Marcin Gortat,33.0,WAS,C,6.0,6.0,160.0,11.6,0.564,0.0,0.163,9.7,18.6,14.2,5.5,0.0,1.1,11.5,14.3,0.2,0.0,0.2,0.06,-1.5,-1.2,-2.7,0.0,,2017-18
92.0,Rudy Gay,31.0,SAS,PF,5.0,4.0,160.0,11.3,0.442,0.277,0.138,5.9,14.4,9.9,12.3,2.6,0.5,8.0,21.4,-0.1,0.1,0.0,-0.012,-1.8,-0.1,-1.9,0.0,,2017-18
93.0,JaVale McGee,30.0,GSW,C,13.0,9.0,158.0,23.6,0.678,0.017,0.155,11.7,17.2,14.6,4.2,0.9,6.1,7.5,19.0,0.5,0.3,0.8,0.243,1.9,0.8,2.7,0.2,,2017-18
94.0,Otto Porter Jr.,24.0,WAS,SF,5.0,5.0,158.0,12.9,0.562,0.293,0.195,0.8,18.1,9.4,7.2,1.9,2.7,6.3,13.3,0.1,0.1,0.3,0.078,0.2,1.0,1.2,0.1,,2017-18
95.0,Goran Dragić,31.0,MIA,PG,5.0,5.0,156.0,14.3,0.549,0.28,0.293,2.0,6.9,4.4,27.4,1.5,0.0,15.0,27.5,0.0,0.0,0.0,0.01,0.9,-1.8,-0.9,0.0,,2017-18
96.0,T.J. McConnell,25.0,PHI,PG,10.0,2.0,155.0,17.8,0.72,0.083,0.139,4.1,14.0,9.0,23.3,1.9,0.0,13.6,12.0,0.4,0.2,0.6,0.194,1.7,2.7,4.4,0.3,,2017-18
97.0,CJ McCollum,26.0,POR,SG,4.0,4.0,155.0,19.6,0.61,0.338,0.169,0.0,6.2,2.9,15.0,1.6,0.5,9.8,25.3,0.4,0.0,0.4,0.111,3.0,-0.3,2.8,0.2,,2017-18
98.0,Shane Larkin,25.0,BOS,PG,11.0,0.0,154.0,10.1,0.551,0.371,0.143,0.7,7.6,4.1,20.1,1.7,0.0,13.9,12.9,0.1,0.1,0.3,0.09,-3.8,1.2,-2.6,0.0,,2017-18
99.0,Jeff Teague,29.0,MIN,PG,5.0,5.0,153.0,13.2,0.556,0.353,0.333,2.2,10.3,6.4,29.6,1.0,1.4,19.3,21.6,0.1,0.0,0.1,0.028,-0.1,-1.1,-1.2,0.0,,2017-18
100.0,Corey Brewer,31.0,OKC,SG,6.0,6.0,151.0,11.8,0.669,0.44,0.24,2.8,6.2,4.5,4.8,2.3,3.0,6.7,8.6,0.3,0.2,0.4,0.14,-0.5,2.4,1.8,0.1,,2017-18
101.0,Luc Mbah a Moute,31.0,HOU,PF,9.0,0.0,149.0,2.6,0.32,0.417,0.194,2.2,14.3,8.2,2.8,2.0,2.4,13.3,13.6,-0.4,0.2,-0.2,-0.071,-5.3,-0.5,-5.8,-0.1,,2017-18
102.0,Lance Stephenson,27.0,IND,SG,7.0,0.0,149.0,13.8,0.529,0.4,0.138,2.6,12.6,7.8,22.3,0.7,0.7,11.5,24.7,0.1,0.2,0.3,0.09,-0.3,0.6,0.3,0.1,,2017-18
103.0,Kelly Oubre Jr.,22.0,WAS,SF,6.0,1.0,148.0,9.8,0.501,0.396,0.375,0.8,17.7,9.3,3.8,2.0,1.7,8.2,18.1,0.0,0.1,0.1,0.03,-3.2,0.5,-2.7,0.0,,2017-18
104.0,Kelly Olynyk,26.0,MIA,PF,5.0,0.0,146.0,17.4,0.606,0.432,0.455,5.0,11.8,8.3,21.0,2.3,3.5,13.2,17.9,0.3,0.1,0.4,0.125,2.7,1.5,4.2,0.2,,2017-18
105.0,Cory Joseph,26.0,IND,PG,7.0,0.0,143.0,12.7,0.463,0.333,0.182,1.8,12.3,7.2,20.4,3.3,1.5,10.1,13.1,0.1,0.3,0.4,0.125,-1.2,3.9,2.7,0.2,,2017-18
106.0,Jakob Poeltl,22.0,TOR,C,9.0,0.0,140.0,14.6,0.622,0.032,0.613,12.8,18.8,15.7,6.3,1.1,2.2,16.9,15.4,0.3,0.0,0.3,0.108,-1.7,0.0,-1.7,0.0,,2017-18
107.0,Tony Snell,26.0,MIL,SG,7.0,2.0,134.0,3.5,0.396,0.875,0.0,1.0,10.0,5.8,4.0,1.2,2.7,11.1,9.8,-0.2,0.1,-0.1,-0.025,-3.3,-1.0,-4.3,-0.1,,2017-18
108.0,Jerami Grant,23.0,OKC,PF,6.0,0.0,133.0,11.3,0.54,0.229,0.314,6.4,9.4,7.9,7.1,1.5,2.1,13.1,15.1,0.1,0.1,0.2,0.069,-1.4,-0.2,-1.6,0.0,,2017-18
109.0,Al-Farouq Aminu,27.0,POR,PF,4.0,4.0,131.0,21.3,0.652,0.577,0.038,9.4,22.1,15.2,5.8,1.5,1.2,10.2,19.2,0.4,0.0,0.4,0.152,4.4,0.3,4.7,0.2,,2017-18
110.0,Thon Maker,20.0,MIL,C,6.0,2.0,130.0,11.2,0.531,0.714,0.25,5.9,14.6,10.5,5.4,0.8,7.6,11.4,13.1,0.1,0.2,0.2,0.081,-1.7,0.7,-1.1,0.0,,2017-18
111.0,Josh Richardson,24.0,MIA,SF,5.0,5.0,130.0,12.8,0.487,0.475,0.175,3.2,9.1,6.1,16.6,4.0,3.3,10.4,15.9,0.0,0.1,0.2,0.057,-1.1,2.5,1.4,0.1,,2017-18
112.0,Dwyane Wade,36.0,MIA,SG,5.0,0.0,127.0,17.4,0.51,0.057,0.371,2.4,15.3,8.7,27.3,2.6,0.7,11.9,31.4,0.0,0.1,0.1,0.032,0.1,0.6,0.6,0.1,,2017-18
113.0,Mike Scott,29.0,WAS,PF,6.0,0.0,126.0,19.1,0.745,0.268,0.146,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17.0,0.4,0.0,0.4,0.162,3.6,-0.3,3.3,0.2,,2017-18
114.0,Justise Winslow,21.0,MIA,PF,5.0,0.0,125.0,12.1,0.495,0.452,0.405,5.8,22.4,13.9,16.2,1.5,2.7,13.9,19.8,0.0,0.1,0.1,0.037,-1.0,0.5,-0.5,0.0,,2017-18
115.0,Jamal Crawford,37.0,MIN,SG,5.0,0.0,123.0,15.6,0.56,0.362,0.277,0.9,10.3,5.7,15.7,2.1,0.0,8.7,21.4,0.2,0.0,0.2,0.065,1.6,0.9,2.5,0.1,,2017-18
116.0,Taj Gibson,32.0,MIN,PF,5.0,5.0,123.0,10.5,0.665,0.0,0.136,6.4,11.1,8.8,2.4,0.4,1.8,14.6,10.1,0.2,0.0,0.1,0.052,-0.9,-0.5,-1.4,0.0,,2017-18
117.0,Alec Burks,26.0,UTA,SG,9.0,0.0,120.0,22.3,0.581,0.313,0.234,1.8,20.0,10.8,26.4,1.6,0.7,10.2,28.9,0.3,0.2,0.4,0.169,4.2,2.8,7.0,0.3,,2017-18
118.0,Derrick Rose,29.0,MIN,PG,5.0,0.0,119.0,16.6,0.591,0.175,0.123,0.9,7.1,4.1,19.9,0.8,0.0,11.8,26.1,0.1,0.0,0.1,0.044,1.1,-0.4,0.7,0.1,,2017-18
119.0,Dante Exum,22.0,UTA,PG,10.0,0.0,114.0,8.0,0.551,0.171,0.293,3.7,9.5,6.6,14.4,0.4,0.8,24.5,23.7,-0.2,0.1,-0.1,-0.032,-4.4,-1.8,-6.2,-0.1,,2017-18
120.0,Solomon Hill,26.0,NOP,SF,9.0,0.0,114.0,7.2,0.561,0.64,0.4,5.7,9.7,7.8,7.5,0.4,0.7,16.9,13.3,0.1,0.1,0.1,0.056,-2.8,-0.1,-2.9,0.0,,2017-18
121.0,Fred VanVleet,23.0,TOR,PG,6.0,1.0,114.0,8.1,0.482,0.718,0.205,0.0,11.0,5.4,16.6,0.0,0.0,8.6,18.5,0.0,-0.1,0.0,-0.006,-1.1,-3.0,-4.1,-0.1,,2017-18
122.0,Álex Abrines,24.0,OKC,SG,6.0,0.0,110.0,9.5,0.575,0.65,0.1,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,0.1,0.1,0.2,0.107,-1.3,1.9,0.5,0.1,,2017-18
123.0,Nenê,35.0,HOU,C,11.0,0.0,107.0,11.3,0.624,0.0,0.55,6.1,23.1,14.5,7.1,0.9,4.1,24.4,13.8,0.1,0.1,0.2,0.089,-4.4,1.2,-3.2,0.0,,2017-18
124.0,Manu Ginóbili,40.0,SAS,SG,5.0,0.0,107.0,15.3,0.538,0.486,0.297,1.0,15.9,7.9,25.8,3.4,0.8,14.3,20.9,0.1,0.1,0.2,0.069,-0.3,3.0,2.8,0.1,,2017-18
125.0,Greg Monroe,27.0,BOS,C,11.0,0.0,105.0,15.9,0.556,0.0,0.579,14.9,23.5,19.1,8.4,1.0,1.7,22.7,27.1,0.0,0.1,0.1,0.047,-1.9,-1.8,-3.7,0.0,,2017-18
126.0,José Calderón,36.0,CLE,PG,13.0,3.0,104.0,6.0,0.446,0.692,0.077,2.2,10.5,6.3,12.8,2.5,0.0,15.7,14.2,-0.1,0.1,0.0,0.005,-4.8,0.3,-4.4,-0.1,,2017-18
127.0,Danny Green,30.0,SAS,SG,5.0,5.0,103.0,2.7,0.35,0.667,0.0,4.1,8.2,6.0,1.5,0.5,3.4,6.3,14.2,-0.2,0.0,-0.2,-0.092,-4.3,-2.2,-6.5,-0.1,,2017-18
128.0,Wayne Ellington,30.0,MIA,SG,5.0,0.0,101.0,8.1,0.537,0.857,0.086,1.0,7.5,4.2,4.6,0.9,1.7,7.6,16.8,0.0,0.0,0.0,0.0,-0.2,-1.8,-2.0,0.0,,2017-18
129.0,Ty Lawson,30.0,WAS,PG,5.0,0.0,96.0,12.1,0.506,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,0.1,0.0,0.2,0.076,-1.8,-1.5,-3.3,0.0,,2017-18
130.0,Dejounte Murray,21.0,SAS,PG,5.0,5.0,96.0,16.3,0.558,0.194,0.29,4.4,21.5,12.4,16.3,2.7,1.8,12.5,19.0,0.1,0.1,0.2,0.094,0.6,2.7,3.3,0.1,,2017-18
131.0,Ryan Anderson,29.0,HOU,PF,11.0,0.0,95.0,7.0,0.475,0.75,0.0,4.6,10.6,7.6,9.0,1.6,0.9,13.0,10.8,0.0,0.1,0.1,0.049,-2.3,0.1,-2.2,0.0,,2017-18
132.0,Amir Johnson,30.0,PHI,C,8.0,1.0,94.0,15.2,0.56,0.0,0.238,15.7,10.4,13.1,14.1,1.0,1.0,11.5,11.7,0.2,0.1,0.3,0.16,0.6,-0.6,0.0,0.0,,2017-18
133.0,Jusuf Nurkić,23.0,POR,C,4.0,4.0,94.0,23.0,0.536,0.0,0.282,13.0,25.7,18.8,6.5,3.1,4.3,6.4,21.3,0.2,0.1,0.3,0.16,1.2,0.7,2.0,0.1,,2017-18
134.0,Pau Gasol,37.0,SAS,C,5.0,0.0,90.0,15.0,0.615,0.15,0.5,2.3,29.6,15.1,25.5,0.0,1.0,19.7,15.5,0.1,0.0,0.2,0.094,1.1,2.3,3.4,0.1,,2017-18
135.0,Evan Turner,29.0,POR,SF,3.0,3.0,87.0,8.3,0.413,0.212,0.061,5.9,9.7,7.6,15.9,1.7,0.9,15.0,19.6,-0.1,0.0,-0.1,-0.058,-3.3,-0.9,-4.2,0.0,,2017-18
136.0,Dāvis Bertāns,25.0,SAS,PF,5.0,0.0,82.0,4.1,0.372,0.889,0.611,1.3,14.8,7.6,10.7,1.3,0.0,4.2,13.3,-0.1,0.0,-0.1,-0.029,-4.6,-1.4,-6.0,-0.1,,2017-18
137.0,Tyler Johnson,25.0,MIA,PG,5.0,5.0,81.0,14.4,0.688,0.385,0.269,1.3,9.3,5.2,8.4,1.2,0.0,6.4,16.5,0.2,0.0,0.2,0.122,0.7,0.0,0.7,0.1,,2017-18
138.0,Jonas Jerebko,30.0,UTA,PF,10.0,0.0,79.0,9.1,0.478,0.316,0.105,5.4,16.5,10.9,5.5,1.9,0.0,4.8,11.7,0.0,0.1,0.1,0.08,-2.3,1.4,-0.9,0.0,,2017-18
139.0,Raymond Felton,33.0,OKC,PG,6.0,0.0,79.0,12.4,0.486,0.452,0.065,2.7,14.5,8.7,18.3,2.5,2.3,13.6,20.4,0.0,0.1,0.1,0.045,0.6,0.9,1.5,0.1,,2017-18
140.0,Matthew Dellavedova,27.0,MIL,PG,6.0,0.0,78.0,6.8,0.466,0.75,0.167,1.6,5.7,3.8,27.3,1.3,0.0,31.8,11.8,0.0,0.0,0.0,0.009,-2.7,-2.4,-5.1,-0.1,,2017-18
141.0,Bam Adebayo,20.0,MIA,C,5.0,0.0,77.0,6.1,0.402,0.067,0.933,12.1,15.4,13.7,0.0,0.0,2.2,8.6,13.0,-0.1,0.0,-0.1,-0.036,-4.3,-4.5,-8.8,-0.1,,2017-18
142.0,Hassan Whiteside,28.0,MIA,C,5.0,5.0,77.0,6.9,0.505,0.0,0.65,13.4,28.0,20.6,2.0,0.0,6.7,31.8,21.1,-0.2,0.1,-0.1,-0.082,-7.9,-1.9,-9.8,-0.2,,2017-18
143.0,John Henson,27.0,MIL,C,2.0,2.0,74.0,15.0,0.684,0.0,0.154,6.9,12.0,9.7,9.9,0.0,8.4,22.4,11.8,0.1,0.1,0.2,0.11,1.3,1.0,2.3,0.1,,2017-18
144.0,Kyle Anderson,24.0,SAS,SF,5.0,1.0,73.0,17.5,0.62,0.2,0.2,7.2,13.3,10.1,7.4,4.2,1.2,12.1,15.5,0.1,0.1,0.2,0.13,-0.8,3.7,2.9,0.1,,2017-18
145.0,Raul Neto,25.0,UTA,PG,8.0,0.0,72.0,7.4,0.417,0.304,0.217,3.0,12.1,7.5,20.2,1.4,0.0,13.7,17.9,-0.1,0.1,0.0,0.004,-3.4,0.2,-3.2,0.0,,2017-18
146.0,Ed Davis,28.0,POR,C,4.0,0.0,71.0,6.1,0.468,0.0,0.4,7.2,45.9,24.9,0.0,0.0,1.2,25.4,9.5,-0.1,0.0,-0.1,-0.035,-4.6,-1.3,-5.9,-0.1,,2017-18
147.0,Gorgui Dieng,28.0,MIN,C,5.0,0.0,70.0,11.2,0.43,0.278,0.222,4.8,22.6,14.0,8.1,1.4,6.1,4.8,13.5,0.0,0.1,0.1,0.037,-0.6,1.8,1.1,0.1,,2017-18
148.0,Zach Collins,20.0,POR,C,4.0,0.0,70.0,11.7,0.441,0.467,0.133,4.4,15.5,9.5,12.2,2.1,2.3,5.9,20.6,0.0,0.0,0.0,0.016,-2.4,1.3,-1.1,0.0,,2017-18
149.0,Tony Parker,35.0,SAS,PG,5.0,0.0,67.0,7.8,0.412,0.135,0.189,0.0,7.2,3.4,17.5,1.5,0.0,9.1,30.1,-0.2,0.0,-0.2,-0.151,-4.1,-2.4,-6.5,-0.1,,2017-18
150.0,Tyler Zeller,28.0,MIL,C,7.0,3.0,66.0,13.4,0.814,0.0,0.8,3.9,20.3,12.6,6.1,3.2,4.1,12.9,5.7,0.1,0.1,0.3,0.183,-1.6,2.5,0.8,0.0,,2017-18
151.0,Trevor Booker,30.0,IND,PF,7.0,0.0,64.0,13.3,0.688,0.1,0.7,9.9,23.8,17.2,0.0,0.8,1.7,7.1,10.4,0.2,0.1,0.3,0.206,-2.4,0.8,-1.6,0.0,,2017-18
152.0,Cedi Osman,22.0,CLE,SF,14.0,0.0,62.0,5.6,0.354,0.389,0.222,1.9,11.8,6.7,7.3,2.5,0.0,0.0,14.7,-0.1,0.0,0.0,-0.02,-3.6,-1.1,-4.6,0.0,,2017-18
153.0,Tomáš Satoranský,26.0,WAS,SG,6.0,0.0,60.0,-0.8,0.237,0.231,0.308,10.0,7.9,8.9,6.3,0.0,0.0,16.9,13.0,-0.2,0.0,-0.2,-0.14,-6.9,-5.1,-12.0,-0.2,,2017-18
154.0,Pat Connaughton,25.0,POR,SG,4.0,0.0,59.0,9.0,0.504,0.667,0.133,3.5,4.1,3.8,13.4,0.8,1.4,5.9,12.2,0.1,0.0,0.1,0.051,-2.0,0.6,-1.4,0.0,,2017-18
155.0,Patrick Patterson,28.0,OKC,PF,6.0,0.0,58.0,4.4,0.667,0.667,0.0,1.8,18.0,10.0,7.2,0.8,0.0,33.3,6.8,0.0,0.1,0.1,0.043,-3.7,0.3,-3.4,0.0,,2017-18
156.0,Tyus Jones,21.0,MIN,PG,4.0,0.0,55.0,6.1,0.286,0.286,0.0,0.0,17.2,8.9,19.3,0.9,0.0,12.5,6.6,0.0,0.0,0.0,-0.021,-4.1,0.4,-3.7,0.0,,2017-18
157.0,Joe Johnson,36.0,HOU,SF,8.0,0.0,54.0,1.5,0.353,0.176,0.0,0.0,20.8,10.3,8.4,0.0,1.6,15.0,16.6,-0.2,0.0,-0.1,-0.109,-7.7,-0.6,-8.2,-0.1,,2017-18
158.0,Bryn Forbes,24.0,SAS,SG,4.0,0.0,54.0,5.5,0.423,0.529,0.412,2.0,4.5,3.1,5.9,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-0.039,-3.2,-3.3,-6.5,-0.1,,2017-18
159.0,Maurice Harkless,24.0,POR,SF,2.0,1.0,53.0,13.0,0.615,0.462,0.0,5.8,11.4,8.4,10.4,0.0,1.5,7.1,11.3,0.1,0.0,0.1,0.089,1.0,0.0,0.9,0.0,,2017-18
160.0,Ian Mahinmi,31.0,WAS,C,6.0,0.0,52.0,30.3,0.796,0.0,0.786,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,0.3,0.1,0.4,0.358,3.4,5.4,8.8,0.1,,2017-18
161.0,Guerschon Yabusele,22.0,BOS,PF,12.0,0.0,48.0,1.2,0.179,0.667,0.556,7.0,19.6,13.1,8.6,2.1,0.0,0.0,10.8,-0.1,0.1,0.0,-0.032,-8.6,-0.4,-9.0,-0.1,,2017-18
162.0,Cheick Diallo,21.0,NOP,PF,7.0,0.0,48.0,4.7,0.417,0.0,0.0,9.0,10.5,9.7,0.0,1.0,1.7,7.7,11.6,0.0,0.0,0.0,0.014,-6.4,-2.2,-8.5,-0.1,,2017-18
163.0,Nemanja Bjelica,29.0,MIN,PF,5.0,0.0,47.0,21.6,0.603,0.438,0.438,9.5,24.6,17.3,9.9,3.2,0.0,5.0,19.5,0.1,0.0,0.2,0.195,5.3,3.4,8.7,0.1,,2017-18
164.0,Jason Terry,40.0,MIL,SG,3.0,0.0,44.0,5.5,0.6,1.0,0.0,2.9,2.5,2.7,6.0,1.2,0.0,16.7,6.6,0.0,0.0,0.0,0.038,-0.7,-1.2,-2.0,0.0,,2017-18
165.0,Norman Powell,24.0,TOR,SG,6.0,0.0,40.0,1.3,0.381,0.5,0.286,0.0,6.3,3.1,7.1,0.0,0.0,6.0,19.0,-0.1,0.0,-0.1,-0.115,-6.3,-4.2,-10.4,-0.1,,2017-18
166.0,Shabazz Napier,26.0,POR,PG,2.0,0.0,35.0,4.3,0.463,0.364,0.182,0.0,6.9,3.2,12.0,4.2,0.0,33.6,21.8,-0.2,0.0,-0.1,-0.183,-7.1,0.2,-6.9,0.0,,2017-18
167.0,Abdel Nader,24.0,BOS,SF,11.0,0.0,33.0,5.2,0.358,0.267,0.267,3.4,7.1,5.2,15.2,1.6,2.7,10.7,26.2,-0.1,0.0,-0.1,-0.122,-6.2,-0.6,-6.8,0.0,,2017-18
168.0,Justin Anderson,24.0,PHI,SF,7.0,0.0,33.0,2.5,0.5,0.875,0.0,3.2,26.3,14.6,0.0,1.5,0.0,20.0,12.7,0.0,0.0,0.0,0.014,-6.9,-0.6,-7.5,0.0,,2017-18
169.0,Lorenzo Brown,27.0,TOR,PG,4.0,0.0,29.0,7.2,0.414,0.5,0.2,4.1,21.6,12.7,9.9,0.0,2.7,8.4,18.6,0.0,0.0,0.0,-0.045,-2.7,-2.2,-4.9,0.0,,2017-18
170.0,Shabazz Muhammad,25.0,MIL,SG,4.0,0.0,29.0,23.3,0.563,0.25,0.25,0.0,15.4,8.2,0.0,3.6,3.1,8.3,40.6,0.0,0.0,0.0,0.025,6.6,-1.0,5.6,0.1,,2017-18
171.0,Zaza Pachulia,33.0,GSW,C,7.0,0.0,26.0,35.6,0.692,0.0,1.714,26.6,24.1,25.3,5.5,5.7,3.4,19.6,26.3,0.1,0.1,0.2,0.395,6.3,2.8,9.0,0.1,,2017-18
172.0,Lucas Nogueira,25.0,TOR,C,5.0,0.0,24.0,-9.8,0.266,0.0,2.0,0.0,5.2,2.5,5.2,0.0,0.0,61.5,9.2,-0.1,0.0,-0.1,-0.227,-13.0,-2.2,-15.2,-0.1,,2017-18
173.0,Ante Žižić,21.0,CLE,C,8.0,0.0,23.0,14.9,0.514,0.0,0.6,5.1,26.5,15.5,8.0,0.0,4.0,13.7,29.5,0.0,0.0,0.0,-0.001,-2.2,-2.2,-4.4,0.0,,2017-18
174.0,Markelle Fultz,19.0,PHI,SG,3.0,0.0,23.0,5.7,0.285,0.0,0.571,0.0,14.2,7.0,28.8,4.3,0.0,10.2,17.8,0.0,0.0,0.0,-0.003,-7.6,2.0,-5.6,0.0,,2017-18
175.0,Ekpe Udoh,30.0,UTA,C,6.0,0.0,21.0,3.1,0.362,0.0,4.0,5.1,10.4,7.7,0.0,0.0,8.4,26.6,7.9,0.0,0.0,0.0,-0.044,-5.7,1.2,-4.5,0.0,,2017-18
176.0,Tarik Black,26.0,HOU,C,7.0,0.0,19.0,3.4,0.25,0.0,0.0,11.5,23.6,17.5,14.6,0.0,4.6,20.0,11.8,0.0,0.0,0.0,-0.015,-8.1,0.8,-7.3,0.0,,2017-18
177.0,Wade Baldwin,21.0,POR,PG,4.0,0.0,19.0,4.7,0.41,0.25,0.5,0.0,19.1,8.7,19.6,2.6,4.3,38.1,17.7,-0.1,0.0,-0.1,-0.14,-4.7,-0.1,-4.8,0.0,,2017-18
178.0,Josh Huestis,26.0,OKC,PF,4.0,0.0,19.0,8.0,0.521,0.0,1.0,0.0,16.5,8.3,0.0,2.6,4.8,0.0,6.6,0.0,0.0,0.0,0.098,-4.9,3.7,-1.2,0.0,,2017-18
179.0,Derrick White,23.0,SAS,PG,3.0,0.0,18.0,20.0,0.583,0.333,0.0,0.0,0.0,0.0,10.0,2.9,9.7,0.0,15.2,0.0,0.0,0.0,0.125,5.2,3.1,8.3,0.0,,2017-18
180.0,Aaron Jackson,31.0,HOU,PG,7.0,0.0,17.0,8.7,0.512,0.5,0.5,12.9,13.2,13.0,17.9,0.0,0.0,29.1,18.1,0.0,0.0,0.0,0.002,-4.8,-0.9,-5.7,0.0,,2017-18
181.0,Patrick McCaw,22.0,GSW,SG,6.0,0.0,16.0,17.9,0.694,0.5,1.0,7.2,13.1,10.3,0.0,6.2,0.0,0.0,8.1,0.0,0.0,0.1,0.263,-0.6,7.4,6.8,0.0,,2017-18
182.0,Rodney McGruder,26.0,MIA,SG,4.0,0.0,16.0,-2.9,0.25,0.5,0.0,0.0,26.9,13.2,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.109,-11.4,-2.0,-13.5,0.0,,2017-18
183.0,Jordan Crawford,29.0,NOP,SG,2.0,0.0,15.0,34.7,0.731,0.615,0.0,0.0,26.8,13.9,18.5,3.1,0.0,18.8,45.6,0.0,0.0,0.0,0.071,9.6,2.2,11.8,0.1,,2017-18
184.0,DeAndre Liggins,29.0,NOP,SG,3.0,0.0,14.0,-7.7,0.266,0.0,2.0,0.0,7.2,3.7,0.0,0.0,0.0,51.5,11.8,-0.1,0.0,-0.1,-0.237,-11.0,-3.8,-14.8,0.0,,2017-18
185.0,Sterling Brown,22.0,MIL,SG,3.0,0.0,13.0,23.6,0.7,0.6,0.0,9.9,8.6,9.2,0.0,4.0,0.0,0.0,18.7,0.0,0.0,0.1,0.236,4.8,0.2,5.0,0.0,,2017-18
186.0,Damian Jones,22.0,GSW,C,4.0,0.0,11.0,-4.7,0.602,0.0,1.5,10.5,19.0,14.9,0.0,0.0,0.0,47.5,25.7,-0.1,0.0,0.0,-0.177,-18.4,-2.9,-21.4,-0.1,,2017-18
187.0,Richaun Holmes,24.0,PHI,C,3.0,0.0,11.0,-4.1,0.0,0.0,0.0,0.0,9.9,4.9,11.4,0.0,0.0,0.0,3.8,0.0,0.0,0.0,-0.02,-10.2,-1.2,-11.3,0.0,,2017-18
188.0,Meyers Leonard,25.0,POR,C,2.0,0.0,8.0,48.4,1.0,0.0,0.0,0.0,60.4,27.7,0.0,0.0,0.0,0.0,21.3,0.1,0.0,0.1,0.348,14.6,4.1,18.7,0.0,,2017-18
189.0,Jake Layman,23.0,POR,SF,1.0,0.0,8.0,50.8,1.0,0.0,0.0,0.0,15.1,6.9,25.8,12.2,0.0,0.0,16.0,0.1,0.0,0.1,0.533,13.8,16.6,30.4,0.1,,2017-18
190.0,Caleb Swanigan,20.0,POR,PF,1.0,0.0,8.0,2.6,0.399,0.5,2.0,0.0,30.2,13.8,14.5,0.0,0.0,21.0,25.4,0.0,0.0,0.0,-0.162,-8.1,-1.3,-9.4,0.0,,2017-18
191.0,Terrance Ferguson,19.0,OKC,SG,3.0,0.0,6.0,29.9,1.5,1.0,0.0,17.8,0.0,8.8,27.4,0.0,0.0,0.0,7.3,0.1,0.0,0.1,0.507,11.9,3.2,15.1,0.0,,2017-18
192.0,Zhou Qi,22.0,HOU,C,3.0,0.0,6.0,16.3,1.0,0.0,0.0,0.0,18.7,9.2,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.179,2.1,2.5,4.6,0.0,,2017-18
193.0,Tim Frazier,27.0,WAS,PG,2.0,0.0,6.0,15.1,0.0,0.0,0.0,0.0,19.8,9.9,60.5,8.2,0.0,0.0,7.3,0.0,0.0,0.0,0.136,-4.2,9.6,5.4,0.0,,2017-18
194.0,Glenn Robinson III,24.0,IND,SF,2.0,0.0,6.0,17.0,1.0,0.0,0.0,0.0,19.5,10.2,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.204,1.2,2.4,3.6,0.0,,2017-18
195.0,David Stockton,26.0,UTA,PG,2.0,0.0,6.0,-0.7,0.333,0.333,0.0,0.0,18.1,9.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.136,-10.5,-1.4,-11.9,0.0,,2017-18
196.0,Joffrey Lauvergne,26.0,SAS,C,1.0,0.0,6.0,16.5,1.0,0.0,0.0,0.0,20.2,9.4,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.153,2.2,-1.2,1.0,0.0,,2017-18
197.0,Brandon Jennings,28.0,MIL,PG,1.0,0.0,5.0,-9.8,0.347,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,37.7,0.0,0.0,0.0,-0.468,-17.5,-14.7,-32.2,0.0,,2017-18
198.0,T.J. Leaf,20.0,IND,PF,1.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.018,-3.7,-0.6,-4.3,0.0,,2017-18
