Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season
11.0,Lance Stephenson,22.0,IND,SG,19.0,19.0,673.0,11.3,0.483,0.379,0.219,2.6,21.8,12.6,16.6,1.9,0.2,16.3,15.4,0.2,0.9,1.1,0.076,-1.8,2.7,0.9,0.5,,2012-13
12.0,Danny Green,25.0,SAS,SG,21.0,21.0,669.0,15.2,0.605,0.613,0.081,3.2,11.5,7.5,7.4,1.8,2.6,9.0,15.0,1.2,0.9,2.1,0.154,2.4,2.4,4.8,1.1,,2012-13
13.0,Mario Chalmers,26.0,MIA,PG,23.0,23.0,650.0,11.2,0.523,0.372,0.29,1.9,8.0,5.0,17.5,1.8,0.1,15.6,18.2,0.5,0.5,1.0,0.076,-1.4,-0.2,-1.6,0.1,,2012-13
14.0,Marc Gasol,28.0,MEM,C,15.0,15.0,609.0,19.4,0.527,0.0,0.439,4.7,21.2,12.5,14.5,1.2,4.6,6.9,20.1,1.3,0.8,2.1,0.168,2.3,2.8,5.1,1.1,,2012-13
15.0,Mike Conley,25.0,MEM,PG,15.0,15.0,575.0,18.8,0.496,0.296,0.431,2.4,13.0,7.4,33.8,2.5,0.7,11.7,23.6,0.9,0.6,1.5,0.127,2.7,1.9,4.6,0.9,,2012-13
16.0,Ray Allen,37.0,MIA,SG,23.0,0.0,573.0,14.4,0.598,0.558,0.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,1.1,0.5,1.5,0.129,1.5,-0.8,0.7,0.4,,2012-13
17.0,Manu Ginóbili,35.0,SAS,SG,21.0,3.0,560.0,16.5,0.53,0.497,0.415,1.9,13.7,8.0,29.7,2.3,0.8,19.4,23.9,0.5,0.8,1.3,0.11,1.2,1.6,2.8,0.7,,2012-13
18.0,Zach Randolph,31.0,MEM,PF,15.0,15.0,554.0,17.7,0.509,0.005,0.437,12.1,20.8,16.2,8.4,1.0,1.1,10.8,24.2,0.7,0.6,1.3,0.111,0.7,-0.3,0.4,0.3,,2012-13
19.0,Stephen Curry,24.0,GSW,PG,12.0,12.0,497.0,20.5,0.558,0.451,0.162,1.2,8.8,5.2,33.3,2.1,0.3,13.7,26.2,1.3,0.3,1.7,0.161,4.5,0.2,4.7,0.8,,2012-13
20.0,Klay Thompson,22.0,GSW,SG,12.0,12.0,495.0,10.1,0.515,0.339,0.034,2.1,9.9,6.2,7.0,1.2,1.1,12.0,18.1,0.1,0.3,0.4,0.042,-1.3,0.1,-1.2,0.1,,2012-13
21.0,Jimmy Butler,23.0,CHI,SF,12.0,12.0,490.0,14.4,0.575,0.322,0.478,2.2,13.7,7.8,10.7,1.7,1.0,10.3,15.0,0.9,0.2,1.1,0.105,0.8,1.7,2.5,0.5,,2012-13
22.0,Kevin Durant,24.0,OKC,SF,11.0,11.0,485.0,26.0,0.574,0.285,0.455,1.6,21.1,11.5,29.2,1.5,2.1,12.7,31.9,1.5,0.7,2.1,0.21,7.6,1.7,9.3,1.4,,2012-13
23.0,Carmelo Anthony,28.0,NYK,PF,12.0,12.0,481.0,20.4,0.497,0.184,0.281,2.5,18.2,9.7,9.3,1.5,0.4,8.2,38.0,0.4,0.8,1.1,0.114,4.1,-1.2,2.9,0.6,,2012-13
24.0,Harrison Barnes,20.0,GSW,SF,12.0,12.0,461.0,13.8,0.544,0.321,0.216,4.6,13.7,9.4,5.1,0.8,0.8,8.3,18.7,0.7,0.3,1.0,0.103,0.5,-0.1,0.4,0.3,,2012-13
25.0,Tayshaun Prince,32.0,MEM,SF,15.0,15.0,454.0,7.7,0.4,0.157,0.19,3.0,12.5,7.5,10.6,0.8,0.9,7.1,14.5,-0.2,0.3,0.1,0.011,-2.3,0.2,-2.0,0.0,,2012-13
26.0,Raymond Felton,28.0,NYK,PG,12.0,12.0,454.0,16.5,0.49,0.173,0.148,4.1,6.8,5.4,23.4,2.4,1.1,10.4,20.4,0.5,0.7,1.2,0.127,2.0,0.9,2.9,0.5,,2012-13
27.0,Carlos Boozer,31.0,CHI,PF,12.0,12.0,431.0,16.7,0.524,0.006,0.268,9.7,23.5,16.4,8.1,1.3,0.2,13.4,23.8,0.4,0.2,0.6,0.063,0.3,-0.7,-0.4,0.2,,2012-13
28.0,Jarrett Jack,29.0,GSW,SG,12.0,4.0,426.0,17.4,0.588,0.156,0.312,1.9,11.5,7.0,21.6,1.3,0.7,17.8,22.3,0.8,0.3,1.0,0.118,0.9,0.0,1.0,0.3,,2012-13
29.0,Tony Allen,31.0,MEM,SG,15.0,15.0,422.0,17.7,0.512,0.064,0.464,9.9,16.2,12.9,11.3,3.9,1.0,11.2,18.7,0.6,0.7,1.3,0.148,0.4,3.9,4.2,0.7,,2012-13
30.0,Norris Cole,24.0,MIA,PG,21.0,0.0,418.0,12.4,0.584,0.314,0.186,1.8,9.6,5.8,16.1,2.0,0.4,17.2,15.5,0.5,0.4,0.9,0.103,-0.2,1.1,0.9,0.3,,2012-13
31.0,Joakim Noah,27.0,CHI,C,12.0,12.0,409.0,16.7,0.474,0.0,0.328,15.1,19.5,17.2,11.7,1.3,5.3,15.0,18.5,0.3,0.3,0.6,0.074,-0.3,1.2,0.9,0.3,,2012-13
32.0,Nate Robinson,28.0,CHI,PG,12.0,8.0,404.0,15.6,0.539,0.399,0.252,1.8,8.1,4.9,24.5,1.6,0.4,15.0,24.9,0.5,0.0,0.5,0.06,1.1,-0.7,0.4,0.2,,2012-13
33.0,Shane Battier,34.0,MIA,SF,22.0,0.0,392.0,7.4,0.489,0.946,0.301,2.9,9.0,6.0,4.6,0.7,1.3,4.5,13.6,0.4,0.3,0.6,0.077,-0.9,-1.1,-2.0,0.0,,2012-13
34.0,Gary Neal,28.0,SAS,SG,21.0,0.0,390.0,9.0,0.503,0.489,0.119,0.3,12.5,6.6,6.0,0.4,0.2,8.4,18.8,0.1,0.3,0.4,0.052,-2.3,-0.6,-2.9,-0.1,,2012-13
35.0,Tiago Splitter,28.0,SAS,PF,19.0,15.0,388.0,13.5,0.589,0.012,0.393,6.4,10.6,8.6,9.1,2.1,2.8,19.6,14.9,0.4,0.6,1.0,0.122,-1.8,2.4,0.6,0.2,,2012-13
36.0,Reggie Jackson,22.0,OKC,PG,11.0,9.0,368.0,15.4,0.581,0.361,0.244,1.2,15.1,8.3,19.3,0.7,1.4,13.7,19.0,0.6,0.3,1.0,0.126,1.5,1.0,2.4,0.4,,2012-13
37.0,Serge Ibaka,23.0,OKC,PF,11.0,11.0,366.0,17.1,0.484,0.067,0.178,12.1,16.1,14.1,3.9,0.0,7.8,4.6,19.1,0.5,0.5,1.0,0.131,0.9,-0.1,0.8,0.3,,2012-13
38.0,Udonis Haslem,32.0,MIA,PF,22.0,19.0,357.0,14.2,0.597,0.0,0.163,9.2,18.4,13.8,2.8,2.3,1.2,13.2,14.4,0.5,0.5,1.1,0.142,-1.1,0.8,-0.3,0.2,,2012-13
39.0,Quincy Pondexter,24.0,MEM,SF,15.0,0.0,357.0,14.3,0.625,0.564,0.298,2.9,10.3,6.4,5.4,1.7,0.5,7.8,15.1,0.8,0.3,1.0,0.141,1.4,2.0,3.4,0.5,,2012-13
40.0,J.R. Smith,27.0,NYK,SG,11.0,0.0,351.0,10.7,0.432,0.405,0.264,1.9,16.8,8.8,8.0,1.7,1.4,9.9,27.7,-0.5,0.6,0.1,0.011,-0.7,-1.2,-1.9,0.0,,2012-13
41.0,Tyson Chandler,30.0,NYK,C,12.0,12.0,350.0,12.8,0.576,0.0,0.308,12.6,17.6,14.9,1.9,1.3,4.0,15.7,9.6,0.5,0.6,1.2,0.161,-1.3,-0.2,-1.5,0.0,,2012-13
42.0,Iman Shumpert,22.0,NYK,SG,12.0,12.0,337.0,14.2,0.528,0.42,0.14,5.9,20.6,12.7,8.4,2.1,0.9,11.7,17.2,0.3,0.7,1.0,0.143,0.6,1.7,2.3,0.4,,2012-13
43.0,Andrew Bogut,28.0,GSW,C,12.0,12.0,327.0,16.1,0.558,0.0,0.343,14.1,30.1,22.5,10.0,0.9,4.3,22.2,13.5,0.3,0.5,0.8,0.122,-0.3,2.6,2.3,0.3,,2012-13
44.0,Marco Belinelli,26.0,CHI,SG,12.0,7.0,325.0,13.7,0.547,0.439,0.308,0.0,13.6,6.6,16.6,0.8,0.0,11.0,19.8,0.5,0.0,0.5,0.079,0.0,0.5,0.5,0.2,,2012-13
45.0,Kevin Martin,29.0,OKC,SG,11.0,0.0,323.0,14.2,0.521,0.357,0.333,0.7,11.0,5.9,7.6,1.1,0.8,6.9,22.5,0.4,0.2,0.6,0.095,0.9,-0.5,0.4,0.2,,2012-13
46.0,Jerryd Bayless,24.0,MEM,PG,15.0,0.0,320.0,11.5,0.468,0.431,0.19,0.4,11.5,5.6,18.4,1.2,1.3,9.7,24.0,0.0,0.3,0.3,0.04,-0.8,0.1,-0.7,0.1,,2012-13
47.0,D.J. Augustin,25.0,IND,PG,19.0,1.0,316.0,9.7,0.579,0.676,0.437,0.8,4.6,2.8,7.1,1.2,0.0,10.6,14.0,0.5,0.2,0.7,0.106,-1.1,0.8,-0.3,0.1,,2012-13
48.0,Chris Andersen,34.0,MIA,C,20.0,0.0,303.0,24.9,0.815,0.0,0.86,13.3,17.6,15.5,1.7,1.6,6.2,12.3,14.3,1.4,0.5,1.9,0.309,2.8,2.8,5.5,0.6,,2012-13
49.0,Thabo Sefolosha,28.0,OKC,SG,11.0,11.0,300.0,10.5,0.478,0.623,0.18,4.9,13.4,9.2,11.8,2.1,1.4,10.8,11.3,0.2,0.4,0.6,0.093,-0.2,1.7,1.5,0.3,,2012-13
50.0,Deron Williams,28.0,BRK,PG,7.0,7.0,292.0,20.6,0.572,0.406,0.425,0.4,8.8,4.5,34.6,1.3,1.0,14.3,23.7,0.8,0.2,1.0,0.169,4.9,-0.6,4.4,0.5,,2012-13
51.0,Boris Diaw,30.0,SAS,PF,16.0,1.0,273.0,10.1,0.54,0.241,0.259,3.5,13.0,8.4,15.0,0.8,0.8,17.8,12.7,0.2,0.3,0.5,0.095,-1.1,1.4,0.3,0.2,,2012-13
52.0,Joe Johnson,31.0,BRK,SG,7.0,7.0,271.0,11.7,0.486,0.379,0.087,1.7,8.1,4.9,12.1,1.6,0.0,10.1,20.7,0.1,0.2,0.2,0.042,-0.7,-1.1,-1.8,0.0,,2012-13
53.0,Matt Bonner,32.0,SAS,PF,20.0,1.0,267.0,12.7,0.63,0.542,0.203,4.0,12.5,8.4,3.4,1.0,1.4,3.0,11.7,0.6,0.3,0.9,0.169,0.1,1.2,1.2,0.2,,2012-13
54.0,Brook Lopez,24.0,BRK,C,7.0,7.0,263.0,25.2,0.548,0.008,0.358,12.9,10.7,11.8,7.3,1.2,5.8,10.1,28.4,0.7,0.3,1.0,0.189,3.6,0.0,3.6,0.4,,2012-13
55.0,Derek Fisher,38.0,OKC,SG,11.0,0.0,261.0,11.2,0.638,0.729,0.171,0.4,6.8,3.7,5.1,1.4,0.3,9.6,14.6,0.4,0.2,0.6,0.114,0.2,1.5,1.8,0.3,,2012-13
56.0,Jeff Green,26.0,BOS,PF,6.0,6.0,258.0,14.7,0.582,0.259,0.529,3.1,11.1,7.4,12.3,0.4,1.3,15.3,24.5,0.3,0.3,0.6,0.113,0.4,0.6,1.0,0.2,,2012-13
57.0,Paul Pierce,35.0,BOS,SF,6.0,6.0,255.0,10.6,0.484,0.387,0.274,2.1,13.0,8.0,29.1,1.1,1.0,21.2,30.1,-0.6,0.4,-0.2,-0.03,-1.2,-0.3,-1.6,0.0,,2012-13
58.0,Kenyon Martin,35.0,NYK,C,12.0,1.0,253.0,16.2,0.587,0.0,0.4,7.0,19.3,12.7,7.6,2.0,6.7,12.0,12.7,0.4,0.6,1.0,0.193,-0.9,3.6,2.8,0.3,,2012-13
59.0,Jason Kidd,39.0,NYK,SG,12.0,0.0,247.0,5.1,0.213,0.68,0.08,3.1,18.2,10.1,14.4,2.7,1.6,33.4,7.6,-0.4,0.5,0.1,0.014,-4.0,1.9,-2.1,0.0,,2012-13
60.0,Carl Landry,29.0,GSW,PF,12.0,3.0,246.0,21.3,0.578,0.0,0.52,10.5,17.4,14.1,11.9,1.5,0.6,13.4,25.7,0.6,0.2,0.9,0.168,1.5,0.7,2.2,0.3,,2012-13
61.0,Gerald Wallace,30.0,BRK,SF,7.0,7.0,243.0,14.0,0.554,0.433,0.299,2.4,11.5,6.9,11.5,1.8,1.5,10.6,16.4,0.3,0.2,0.5,0.109,1.2,1.3,2.5,0.3,,2012-13
62.0,James Harden,23.0,HOU,SG,6.0,6.0,243.0,20.8,0.548,0.383,0.574,2.3,16.3,9.2,21.0,2.5,2.2,15.8,31.0,0.4,0.1,0.5,0.1,4.1,1.2,5.3,0.5,,2012-13
63.0,Andre Iguodala,29.0,DEN,SG,6.0,6.0,243.0,19.9,0.621,0.382,0.329,4.0,20.9,11.6,21.3,2.4,0.7,16.3,18.3,0.6,0.1,0.7,0.14,4.3,2.3,6.6,0.5,,2012-13
64.0,Tyler Hansbrough,27.0,IND,PF,19.0,0.0,241.0,11.4,0.479,0.0,0.71,18.3,11.7,14.9,3.7,1.4,0.0,15.6,18.7,0.2,0.2,0.4,0.073,-2.9,-1.2,-4.1,-0.1,,2012-13
65.0,Chandler Parsons,24.0,HOU,SF,6.0,6.0,238.0,13.5,0.55,0.43,0.151,3.2,15.2,9.1,17.2,0.2,0.7,15.4,21.7,0.2,-0.1,0.2,0.035,1.5,-1.0,0.5,0.1,,2012-13
66.0,Ty Lawson,25.0,DEN,PG,6.0,6.0,236.0,20.4,0.518,0.193,0.303,2.3,8.3,5.0,35.6,2.1,0.0,9.5,24.7,0.6,0.0,0.6,0.127,3.5,0.0,3.5,0.3,,2012-13
67.0,Mike Miller,32.0,MIA,SF,17.0,5.0,232.0,12.1,0.644,0.8,0.0,1.6,15.7,8.8,10.0,1.9,0.7,10.0,10.4,0.4,0.3,0.7,0.146,1.4,1.4,2.8,0.3,,2012-13
68.0,Pablo Prigioni,35.0,NYK,PG,11.0,10.0,230.0,13.8,0.547,0.698,0.093,1.0,8.4,4.4,24.8,3.4,0.4,11.8,10.6,0.4,0.4,0.8,0.171,0.7,2.6,3.4,0.3,,2012-13
69.0,Devin Harris,29.0,ATL,SG,6.0,6.0,225.0,9.3,0.459,0.397,0.397,1.0,7.5,4.1,16.9,2.3,0.4,14.0,18.2,-0.2,0.2,0.1,0.012,-2.5,0.2,-2.3,0.0,,2012-13
70.0,Chris Paul,27.0,LAC,PG,6.0,6.0,224.0,29.2,0.633,0.207,0.402,1.8,11.6,6.9,33.0,2.7,0.0,7.7,25.4,1.2,0.0,1.2,0.267,8.3,1.4,9.7,0.7,,2012-13
71.0,Luol Deng,27.0,CHI,SF,5.0,5.0,224.0,8.3,0.39,0.214,0.119,2.7,18.6,10.4,14.9,1.2,1.1,12.0,21.2,-0.4,0.1,-0.3,-0.066,-3.3,-0.8,-4.1,-0.1,,2012-13
72.0,Draymond Green,22.0,GSW,SF,12.0,1.0,223.0,13.9,0.551,0.411,0.304,7.4,17.7,12.8,12.5,1.4,3.5,15.9,15.1,0.3,0.3,0.6,0.125,-0.3,3.3,3.1,0.3,,2012-13
73.0,Al Horford,26.0,ATL,C,6.0,6.0,218.0,19.1,0.527,0.0,0.325,5.9,21.1,13.3,16.8,1.4,1.9,8.7,22.6,0.3,0.3,0.6,0.136,2.3,1.3,3.6,0.3,,2012-13
74.0,Jeff Teague,24.0,ATL,PG,6.0,6.0,213.0,10.9,0.429,0.123,0.346,1.5,7.4,4.4,25.4,2.2,0.8,13.0,23.9,-0.2,0.2,0.0,-0.011,-1.6,-0.9,-2.6,0.0,,2012-13
75.0,Kevin Garnett,36.0,BOS,C,6.0,6.0,212.0,17.3,0.563,0.033,0.283,5.6,37.9,23.2,22.4,1.3,2.5,22.0,20.8,0.0,0.6,0.6,0.145,-0.7,4.1,3.4,0.3,,2012-13
76.0,Kendrick Perkins,28.0,OKC,C,11.0,11.0,210.0,-0.6,0.302,0.026,0.105,8.1,13.8,11.0,5.0,2.0,2.1,36.6,13.7,-0.7,0.3,-0.5,-0.11,-8.8,0.3,-8.5,-0.3,,2012-13
77.0,Reggie Evans,32.0,BRK,PF,7.0,7.0,209.0,12.3,0.517,0.0,0.783,9.0,40.8,24.6,4.2,1.8,0.7,16.3,8.3,0.2,0.4,0.5,0.125,-1.0,1.2,0.2,0.1,,2012-13
78.0,Ömer Aşık,26.0,HOU,C,6.0,6.0,208.0,16.9,0.62,0.0,1.205,11.1,25.1,18.0,2.4,0.7,4.2,16.7,15.2,0.4,0.1,0.5,0.123,0.2,0.8,1.0,0.2,,2012-13
79.0,Taj Gibson,27.0,CHI,PF,12.0,0.0,206.0,12.3,0.515,0.03,0.333,8.7,12.9,10.7,3.5,1.1,2.4,10.6,19.4,0.2,0.1,0.3,0.059,-3.4,-0.1,-3.5,-0.1,,2012-13
80.0,Wilson Chandler,25.0,DEN,PF,6.0,6.0,205.0,8.8,0.443,0.382,0.158,2.6,17.8,9.4,6.1,1.9,1.2,7.9,18.4,-0.1,0.1,0.0,0.002,-2.2,-0.4,-2.5,0.0,,2012-13
81.0,Brandon Bass,27.0,BOS,PF,6.0,5.0,204.0,9.3,0.562,0.0,0.517,5.2,17.3,11.8,6.7,0.5,0.4,12.3,10.1,0.2,0.3,0.5,0.12,-2.2,1.3,-0.8,0.1,,2012-13
82.0,Patrick Beverley,24.0,HOU,PG,6.0,5.0,200.0,14.6,0.521,0.369,0.108,6.0,12.5,9.2,14.8,1.8,1.8,8.1,16.3,0.4,0.0,0.4,0.096,1.0,1.2,2.2,0.2,,2012-13
83.0,Josh Smith,27.0,ATL,PF,6.0,6.0,199.0,17.3,0.482,0.222,0.4,5.4,19.7,12.4,21.8,2.9,1.2,13.1,29.1,-0.1,0.3,0.2,0.054,1.1,1.9,3.0,0.3,,2012-13
84.0,Cory Joseph,21.0,SAS,PG,20.0,0.0,192.0,13.2,0.485,0.196,0.196,4.9,13.3,9.3,19.7,1.7,0.8,14.1,17.5,0.1,0.2,0.4,0.088,-1.8,1.3,-0.5,0.1,,2012-13
85.0,Avery Bradley,22.0,BOS,PG,6.0,6.0,191.0,6.7,0.457,0.19,0.095,2.1,5.8,4.1,8.5,3.2,0.5,20.1,14.6,-0.3,0.3,0.0,0.009,-4.6,2.6,-2.0,0.0,,2012-13
86.0,Jason Terry,35.0,BOS,SG,6.0,1.0,189.0,14.8,0.612,0.63,0.204,0.0,7.6,4.1,13.9,1.2,0.9,7.8,17.2,0.3,0.3,0.6,0.147,1.9,1.6,3.5,0.3,,2012-13
87.0,Nick Collison,32.0,OKC,C,11.0,0.0,178.0,16.1,0.526,0.0,0.255,16.0,16.3,16.1,11.3,1.5,5.3,16.1,16.0,0.3,0.3,0.6,0.155,-0.3,2.2,1.8,0.2,,2012-13
88.0,Kyle Korver,31.0,ATL,SF,6.0,2.0,177.0,10.1,0.562,0.694,0.245,0.0,12.7,6.2,3.9,0.6,1.9,10.0,16.2,0.1,0.1,0.2,0.065,-0.1,-0.5,-0.6,0.1,,2012-13
89.0,Darrell Arthur,24.0,MEM,PF,15.0,0.0,175.0,11.1,0.509,0.038,0.17,9.1,17.3,13.0,6.2,0.6,1.9,10.9,17.0,0.2,0.2,0.3,0.086,-3.4,1.2,-2.3,0.0,,2012-13
90.0,Francisco García,31.0,HOU,SF,6.0,3.0,164.0,14.4,0.613,0.74,0.1,2.0,11.8,6.8,9.4,1.2,2.7,7.1,15.1,0.4,0.0,0.4,0.113,2.2,1.5,3.7,0.2,,2012-13
91.0,Matt Barnes,32.0,LAC,SF,6.0,0.0,162.0,18.4,0.678,0.386,0.432,5.7,17.6,11.9,3.2,1.3,0.9,8.7,17.2,0.6,0.0,0.6,0.166,3.4,-0.3,3.1,0.2,,2012-13
92.0,Kirk Hinrich,32.0,CHI,PG,4.0,4.0,162.0,12.7,0.521,0.297,0.378,0.7,7.8,4.2,23.2,2.7,0.5,15.6,14.9,0.2,0.1,0.2,0.064,-1.5,2.2,0.7,0.1,,2012-13
93.0,C.J. Watson,28.0,BRK,PG,7.0,0.0,161.0,15.3,0.498,0.273,0.218,3.6,9.1,6.3,13.7,1.7,0.5,1.6,17.9,0.3,0.1,0.4,0.127,0.9,0.3,1.2,0.1,,2012-13
94.0,Jamal Crawford,32.0,LAC,SG,6.0,0.0,161.0,12.5,0.486,0.355,0.177,1.6,7.7,4.8,10.6,1.0,0.5,5.6,21.3,0.2,-0.1,0.1,0.021,1.3,-2.6,-1.3,0.0,,2012-13
95.0,Blake Griffin,23.0,LAC,PF,6.0,5.0,158.0,16.3,0.524,0.0,0.406,6.7,19.6,13.4,17.3,0.0,2.4,14.7,27.1,0.2,0.0,0.1,0.045,1.0,-1.4,-0.4,0.1,,2012-13
96.0,Andre Miller,36.0,DEN,PG,6.0,0.0,154.0,16.3,0.519,0.159,0.391,7.6,7.6,7.6,25.5,0.6,0.0,16.5,26.9,0.2,0.0,0.1,0.037,2.6,-2.9,-0.3,0.1,,2012-13
97.0,Monta Ellis,27.0,MIL,SG,4.0,4.0,152.0,12.3,0.459,0.345,0.291,1.5,9.5,5.2,27.1,3.5,0.6,18.4,23.6,-0.2,0.1,-0.2,-0.05,-1.1,0.7,-0.3,0.1,,2012-13
98.0,Ian Mahinmi,26.0,IND,C,18.0,0.0,150.0,7.6,0.434,0.0,0.345,16.4,16.5,16.4,1.1,0.0,7.1,26.4,14.1,-0.2,0.2,0.0,0.005,-5.2,1.5,-3.7,-0.1,,2012-13
99.0,Corey Brewer,26.0,DEN,SF,6.0,0.0,146.0,7.3,0.421,0.529,0.309,2.2,7.1,4.4,7.6,2.0,0.6,8.3,24.6,-0.2,0.0,-0.2,-0.051,-3.7,-1.7,-5.4,-0.1,,2012-13
100.0,Pau Gasol,32.0,LAL,PF,4.0,4.0,146.0,17.9,0.493,0.0,0.212,5.5,31.9,18.4,32.5,0.7,1.5,18.6,22.4,0.0,0.0,0.0,0.013,2.0,1.8,3.9,0.2,,2012-13
101.0,Kenneth Faried,23.0,DEN,PF,5.0,4.0,145.0,15.6,0.661,0.0,0.469,8.8,27.0,17.0,1.1,1.7,0.6,11.5,12.8,0.3,0.1,0.4,0.142,0.3,-0.1,0.2,0.1,,2012-13
102.0,DeAndre Jordan,24.0,LAC,C,6.0,6.0,144.0,7.3,0.424,0.0,0.409,13.8,19.8,16.9,1.0,0.4,5.3,25.7,11.8,-0.1,0.0,-0.1,-0.038,-2.8,-1.7,-4.5,-0.1,,2012-13
103.0,Andray Blatche,26.0,BRK,C,7.0,0.0,138.0,21.7,0.55,0.0,0.293,8.5,21.2,14.7,12.4,0.8,1.6,7.1,24.1,0.4,0.1,0.5,0.184,2.9,0.1,3.0,0.2,,2012-13
104.0,Caron Butler,32.0,LAC,SF,6.0,6.0,136.0,10.2,0.539,0.348,0.065,1.0,13.7,7.5,0.0,0.8,1.1,11.3,19.0,0.0,0.0,0.0,-0.011,-0.6,-2.1,-2.6,0.0,,2012-13
105.0,Luc Mbah a Moute,26.0,MIL,SF,4.0,4.0,136.0,9.3,0.534,0.174,0.783,3.4,9.6,6.3,8.3,1.6,0.0,13.9,12.4,0.1,0.0,0.1,0.029,-2.5,0.6,-2.0,0.0,,2012-13
106.0,Festus Ezeli,23.0,GSW,C,12.0,3.0,134.0,6.4,0.54,0.0,1.615,11.4,13.6,12.6,2.0,1.1,4.1,35.0,11.4,-0.1,0.1,0.1,0.018,-5.9,1.3,-4.6,-0.1,,2012-13
107.0,Brandon Jennings,23.0,MIL,PG,4.0,4.0,133.0,9.9,0.408,0.491,0.316,0.9,7.9,4.2,21.3,3.6,0.7,14.5,26.9,-0.3,0.1,-0.3,-0.094,-2.0,-0.8,-2.8,0.0,,2012-13
108.0,Sam Young,27.0,IND,SG,15.0,0.0,130.0,8.1,0.472,0.417,0.333,10.4,15.6,13.1,5.1,1.7,0.6,20.3,12.4,0.0,0.1,0.2,0.055,-2.8,1.7,-1.1,0.0,,2012-13
109.0,Dwight Howard,27.0,LAL,C,4.0,4.0,126.0,19.0,0.588,0.0,0.857,9.1,31.2,19.9,6.2,0.8,4.5,21.7,27.4,0.0,0.1,0.0,0.019,-1.5,0.9,-0.6,0.0,,2012-13
110.0,Carlos Delfino,30.0,HOU,SF,5.0,0.0,120.0,11.8,0.539,0.775,0.1,0.9,10.4,5.6,14.1,1.3,0.7,10.7,17.2,0.1,0.0,0.1,0.053,1.7,0.6,2.3,0.1,,2012-13
111.0,Ersan İlyasova,25.0,MIL,PF,4.0,4.0,117.0,15.9,0.491,0.217,0.043,9.9,21.2,15.2,11.5,2.3,0.8,11.3,21.3,0.0,0.1,0.1,0.037,1.1,-0.5,0.5,0.1,,2012-13
112.0,Chauncey Billups,36.0,LAC,SG,6.0,6.0,115.0,5.7,0.453,0.472,0.306,2.3,10.8,6.7,8.2,0.5,0.7,16.4,20.6,-0.1,-0.1,-0.2,-0.08,-1.9,-4.0,-5.9,-0.1,,2012-13
113.0,Keyon Dooling,32.0,MEM,PG,14.0,0.0,114.0,4.4,0.507,0.542,0.25,0.0,5.5,2.6,5.6,0.5,0.0,10.1,12.1,0.0,0.0,0.1,0.032,-4.9,-0.7,-5.5,-0.1,,2012-13
114.0,Nazr Mohammed,35.0,CHI,C,12.0,0.0,114.0,20.0,0.522,0.0,0.171,14.6,20.0,17.2,6.7,1.0,5.1,6.4,19.5,0.2,0.1,0.3,0.134,0.2,1.3,1.6,0.1,,2012-13
115.0,Larry Sanders,24.0,MIL,C,4.0,4.0,113.0,14.3,0.568,0.0,0.333,11.3,25.4,17.9,8.4,1.4,4.0,24.1,20.8,0.0,0.1,0.0,0.015,-3.7,1.1,-2.7,0.0,,2012-13
116.0,JaVale McGee,25.0,DEN,C,6.0,2.0,112.0,14.1,0.552,0.0,0.581,16.2,16.3,16.2,0.0,1.8,4.5,22.0,19.0,0.0,0.1,0.1,0.03,-2.7,-0.9,-3.6,0.0,,2012-13
117.0,Ivan Johnson,28.0,ATL,PF,6.0,0.0,108.0,11.3,0.531,0.0,0.692,8.9,11.4,10.1,4.9,1.9,2.3,15.0,17.6,0.1,0.1,0.2,0.089,-3.5,0.9,-2.6,0.0,,2012-13
118.0,Lamar Odom,33.0,LAC,PF,6.0,1.0,107.0,10.4,0.46,0.467,0.2,4.9,22.0,13.8,16.3,2.5,3.6,23.5,19.3,-0.1,0.1,-0.1,-0.03,-1.6,2.3,0.8,0.1,,2012-13
119.0,Gerald Green,27.0,IND,SF,9.0,0.0,105.0,12.9,0.54,0.66,0.04,2.3,10.7,6.7,6.1,0.0,0.8,10.5,25.3,0.1,0.1,0.2,0.073,1.6,-0.9,0.7,0.1,,2012-13
120.0,Darius Morris,22.0,LAL,PG,4.0,2.0,105.0,13.0,0.539,0.257,0.257,1.1,4.5,2.8,20.2,1.0,0.0,13.3,20.0,0.1,-0.1,0.0,0.015,-0.5,-1.4,-1.8,0.0,,2012-13
121.0,Johan Petro,27.0,ATL,C,6.0,4.0,101.0,10.5,0.52,0.0,0.074,4.2,20.0,11.9,7.3,0.5,3.3,9.7,14.5,0.0,0.1,0.2,0.079,-3.3,1.5,-1.8,0.0,,2012-13
122.0,Kosta Koufos,23.0,DEN,C,6.0,2.0,100.0,10.0,0.462,0.053,0.316,9.6,15.6,12.3,4.3,1.5,3.4,8.5,10.1,0.1,0.0,0.1,0.064,-1.4,0.5,-1.0,0.0,,2012-13
123.0,Eric Bledsoe,23.0,LAC,PG,6.0,0.0,97.0,19.8,0.553,0.3,0.4,2.7,16.6,9.9,32.1,1.1,2.4,12.4,20.1,0.2,0.0,0.3,0.124,4.3,1.2,5.5,0.2,,2012-13
